bimodal,bfs,next_line,next_line,next_line,next_line,l1d,old,98.446 
bimodal,bfs,next_line,next_line,next_line,next_line,l1d,new,98.4519 
bimodal,bfs,next_line,next_line,next_line,next_line,l1i,old,134.865 
bimodal,bfs,next_line,next_line,next_line,next_line,l1i,new,106.854 
bimodal,bfs,next_line,next_line,next_line,next_line,l2c,old,153.508 
bimodal,bfs,next_line,next_line,next_line,next_line,l2c,new,153.36 
bimodal,bfs,next_line,next_line,next_line,next_line,llc,old,173.991 
bimodal,bfs,next_line,next_line,next_line,next_line,llc,new,173.891 
bimodal,bfs,next_line,next_line,next_line,no,l1d,old,85.0693 
bimodal,bfs,next_line,next_line,next_line,no,l1d,new,85.0998 
bimodal,bfs,next_line,next_line,next_line,no,l1i,old,141.667 
bimodal,bfs,next_line,next_line,next_line,no,l1i,new,111.665 
bimodal,bfs,next_line,next_line,next_line,no,l2c,old,160.764 
bimodal,bfs,next_line,next_line,next_line,no,l2c,new,160.769 
bimodal,bfs,next_line,next_line,next_line,no,llc,old,132.854 
bimodal,bfs,next_line,next_line,next_line,no,llc,new,132.96 
bimodal,bfs,next_line,next_line,no,next_line,l1d,old,91.1105 
bimodal,bfs,next_line,next_line,no,next_line,l1d,new,91.2928 
bimodal,bfs,next_line,next_line,no,next_line,l1i,old,147.649 
bimodal,bfs,next_line,next_line,no,next_line,l1i,new,110.946 
bimodal,bfs,next_line,next_line,no,next_line,l2c,old,125.071 
bimodal,bfs,next_line,next_line,no,next_line,l2c,new,125.301 
bimodal,bfs,next_line,next_line,no,next_line,llc,old,133.485 
bimodal,bfs,next_line,next_line,no,next_line,llc,new,133.839 
bimodal,bfs,next_line,next_line,no,no,l1d,old,95.8162 
bimodal,bfs,next_line,next_line,no,no,l1d,new,95.8995 
bimodal,bfs,next_line,next_line,no,no,l1i,old,190.421 
bimodal,bfs,next_line,next_line,no,no,l1i,new,114.377 
bimodal,bfs,next_line,next_line,no,no,l2c,old,172.03 
bimodal,bfs,next_line,next_line,no,no,l2c,new,171.966 
bimodal,bfs,next_line,next_line,no,no,llc,old,144.013 
bimodal,bfs,next_line,next_line,no,no,llc,new,144.055 
bimodal,bfs,next_line,no,next_line,next_line,l1d,old,83.7715 
bimodal,bfs,next_line,no,next_line,next_line,l1d,new,83.9395 
bimodal,bfs,next_line,no,next_line,next_line,l1i,old,135.947 
bimodal,bfs,next_line,no,next_line,next_line,l1i,new,101.487 
bimodal,bfs,next_line,no,next_line,next_line,l2c,old,105.358 
bimodal,bfs,next_line,no,next_line,next_line,l2c,new,105.607 
bimodal,bfs,next_line,no,next_line,next_line,llc,old,132.196 
bimodal,bfs,next_line,no,next_line,next_line,llc,new,132.621 
bimodal,bfs,next_line,no,next_line,no,l1d,old,99.6956 
bimodal,bfs,next_line,no,next_line,no,l1d,new,99.8997 
bimodal,bfs,next_line,no,next_line,no,l1i,old,153.474 
bimodal,bfs,next_line,no,next_line,no,l1i,new,106.636 
bimodal,bfs,next_line,no,next_line,no,l2c,old,133.335 
bimodal,bfs,next_line,no,next_line,no,l2c,new,133.443 
bimodal,bfs,next_line,no,next_line,no,llc,old,148.685 
bimodal,bfs,next_line,no,next_line,no,llc,new,148.981 
bimodal,bfs,next_line,no,no,next_line,l1d,old,111.186 
bimodal,bfs,next_line,no,no,next_line,l1d,new,111.331 
bimodal,bfs,next_line,no,no,next_line,l1i,old,157.789 
bimodal,bfs,next_line,no,no,next_line,l1i,new,109.971 
bimodal,bfs,next_line,no,no,next_line,l2c,old,103.797 
bimodal,bfs,next_line,no,no,next_line,l2c,new,103.936 
bimodal,bfs,next_line,no,no,next_line,llc,old,120.899 
bimodal,bfs,next_line,no,no,next_line,llc,new,121.073 
bimodal,bfs,next_line,no,no,no,l1d,old,151.802 
bimodal,bfs,next_line,no,no,no,l1d,new,151.96 
bimodal,bfs,next_line,no,no,no,l1i,old,212.949 
bimodal,bfs,next_line,no,no,no,l1i,new,111.309 
bimodal,bfs,next_line,no,no,no,l2c,old,148.001 
bimodal,bfs,next_line,no,no,no,l2c,new,148.078 
bimodal,bfs,next_line,no,no,no,llc,old,118.837 
bimodal,bfs,next_line,no,no,no,llc,new,119.029 
bimodal,bfs,no,next_line,next_line,next_line,l1d,old,98.0588 
bimodal,bfs,no,next_line,next_line,next_line,l1d,new,98.5009 
bimodal,bfs,no,next_line,next_line,next_line,l1i,old,115.297 
bimodal,bfs,no,next_line,next_line,next_line,l1i,new,92.2201 
bimodal,bfs,no,next_line,next_line,next_line,l2c,old,152.889 
bimodal,bfs,no,next_line,next_line,next_line,l2c,new,153.515 
